3,3,6,2
4,1,6,1
3,2,7,2
5,1,7,1
3,2,8,2
5,1,8,1
3,2,8,2
3,5,8,3
3,2,9,2
5,1,9,1
3,2,9,2
3,5,9,3
2,2,11,2
5,1,11,1
2,2,11,2
3,4,11,3
3,3,12,3
1,2,12,2
1,1,13,2
5,1,13,1
1,1,14,2
3,2,14,3
3,2,14,3
5,1,14,1
3,2,14,3
3,5,14,4
1,1,15,2
3,2,15,3
3,2,15,3
5,1,15,1
3,2,15,3
3,5,15,4
3,2,15,3
5,1,15,1
3,2,15,3
3,5,15,4
1,1,16,2
3,2,16,3
3,2,16,3
5,1,16,1
3,2,16,3
3,5,16,4
1,1,17,2
3,3,17,3
3,3,17,3
2,5,17,4
1,1,18,2
5,1,18,1
3,4,18,3
1,5,18,4
1,4,19,4
1,1,19,2
1,4,19,4
3,5,19,3
1,3,20,4
2,1,20,2
2,1,20,2
5,1,20,1
2,2,22,2
4,1,22,1
2,2,22,2
2,5,22,3
1,5,25,3
3,2,25,2
3,2,25,2
5,2,25,1
5,2,25,1
3,2,25,2
