1,10,12,7
1,10,2,10
1,10,30,13
1,10,42,11
1,10,54,12
1,1,10,1
1,11,11,8
1,11,13,7
1,11,29,13
1,11,36,1
1,11,37,1
1,1,15,10
1,11,51,11
1,11,53,12
1,11,58,9
1,1,19,10
1,12,12,8
1,12,25,3
1,12,30,3
1,12,31,3
1,12,35,1
1,1,25,10
1,1,26,10
1,1,27,10
1,1,28,10
1,1,29,10
1,1,30,10
1,1,31,10
1,13,13,8
1,1,3,2
1,1,32,10
1,13,26,3
1,13,29,3
1,13,32,3
1,1,36,10
1,1,37,10
1,1,38,10
1,14,14,8
1,14,27,3
1,14,28,3
1,1,43,10
1,14,33,3
1,1,44,10
1,14,4,5
1,1,45,10
1,1,47,10
1,1,55,7
1,1,56,7
1,1,57,7
1,1,59,7
1,1,9,1
1,2,14,10
1,2,17,10
1,2,33,10
1,2,39,10
1,2,4,2
1,2,54,7
1,2,58,7
1,2,60,7
1,2,8,1
1,3,13,10
1,3,37,13
1,3,47,2
1,3,5,2
1,3,56,13
1,4,27,2
1,4,36,13
1,4,46,2
1,4,55,13
1,4,57,13
1,5,26,2
1,5,28,2
1,5,30,2
1,5,32,2
1,5,35,13
1,5,38,6
1,5,39,6
1,5,43,2
1,5,45,2
1,6,29,2
1,6,31,2
1,6,34,13
1,6,37,6
1,6,44,2
1,6,6,10
1,7,27,4
1,7,33,13
1,7,36,6
1,7,38,4
1,7,42,6
1,7,45,11
1,7,46,11
1,7,5,10
1,8,17,4
1,8,21,3
1,8,32,13
1,8,37,4
1,8,39,4
1,8,4,10
1,8,44,11
1,8,47,11
1,8,56,12
1,8,57,12
1,8,58,12
1,9,11,7
1,9,3,10
1,9,31,13
1,9,36,4
1,9,43,11
1,9,55,12
1,9,59,12
1,9,9,7
2,1,11,1
2,11,14,7
2,11,15,7
2,11,32,1
2,11,38,1
2,11,52,11
2,11,59,9
2,1,21,10
2,1,2,2
2,12,33,1
2,12,34,1
2,1,35,10
2,14,15,8
2,1,42,10
2,14,34,3
2,14,38,3
2,14,45,3
2,14,5,5
2,1,46,10
2,15,37,3
2,15,46,3
2,15,58,8
2,15,59,8
2,2,34,10
2,2,53,7
2,3,11,10
2,3,12,10
2,3,38,13
2,3,52,7
2,3,6,2
2,4,10,10
2,4,34,2
2,4,51,7
2,4,54,13
2,4,58,13
2,5,25,2
2,5,2,7
2,5,33,2
2,5,42,2
2,5,53,13
2,5,8,10
2,5,9,10
2,7,26,4
2,7,28,4
2,7,35,6
2,7,43,6
2,8,25,4
2,9,10,7
2,9,34,4
2,9,35,4
2,9,60,12
2,9,8,7
3,10,30,1
3,10,51,1
3,10,55,1
3,10,56,1
3,11,10,6
3,11,11,6
3,11,17,7
3,11,19,7
3,1,12,1
3,11,21,7
3,11,25,7
3,11,26,7
3,11,31,1
3,11,39,1
3,11,42,1
3,11,43,1
3,11,44,1
3,11,45,1
3,11,46,1
3,11,47,1
3,11,53,11
3,11,57,1
3,11,60,9
3,11,65,9
3,11,6,6
3,11,8,6
3,11,9,6
3,12,12,6
3,12,54,11
3,12,5,6
3,12,56,11
3,13,29,8
3,13,30,8
3,13,3,6
3,13,4,6
3,13,57,11
3,13,58,11
3,13,59,11
3,13,60,11
3,14,10,5
3,14,11,5
3,14,17,8
3,14,19,8
3,14,21,8
3,14,25,8
3,14,2,6
3,14,26,8
3,14,27,8
3,14,28,8
3,14,35,3
3,14,39,3
3,14,42,3
3,14,43,3
3,14,44,3
3,14,56,8
3,14,6,5
3,14,8,5
3,14,9,5
3,15,36,3
3,15,47,3
3,1,55,10
3,15,57,8
3,15,60,8
3,1,56,10
3,2,13,1
3,2,14,1
3,2,15,1
3,2,17,1
3,2,51,10
3,2,54,10
3,2,57,10
3,2,58,10
3,2,59,10
3,2,60,10
3,3,19,1
3,3,39,13
3,4,35,2
3,4,59,13
3,5,13,2
3,5,14,2
3,5,15,2
3,5,17,2
3,5,19,2
3,5,21,2
3,5,36,2
3,5,3,7
3,5,37,2
3,5,38,2
3,5,39,2
3,5,44,7
3,5,45,7
3,5,46,7
3,5,47,7
3,5,52,13
3,6,4,7
3,7,29,4
3,7,34,6
3,7,42,4
3,7,44,6
3,7,45,6
3,7,46,6
3,7,53,6
3,7,54,6
3,7,5,7
3,8,19,4
3,8,21,4
3,8,39,8
3,8,47,6
3,8,51,6
3,8,52,6
3,8,57,6
3,8,59,6
3,8,65,12
3,8,6,7
3,8,67,12
3,9,33,4
4,10,29,1
4,10,34,8
4,10,52,1
4,10,54,1
4,11,27,7
4,11,33,8
4,11,58,1
4,12,13,6
4,12,32,8
4,12,55,11
4,12,67,9
4,13,31,8
4,14,12,5
4,14,55,8
4,2,52,10
4,2,53,10
4,3,8,2
4,4,60,13
4,4,65,7
4,4,9,2
4,5,12,2
4,5,43,7
4,5,51,13
4,6,25,1
4,7,26,1
4,7,30,4
4,7,33,6
4,7,43,4
4,7,55,6
4,8,27,1
4,8,31,4
4,8,37,8
4,8,38,8
4,8,56,6
4,8,58,6
4,8,60,6
4,8,68,12
4,9,28,1
4,9,32,4
4,9,35,8
4,9,36,8
4,9,53,1
5,10,43,8
5,11,15,6
5,11,19,5
5,11,28,7
5,11,44,8
5,11,59,1
5,12,14,6
5,12,17,5
5,12,68,9
5,13,21,5
5,14,13,5
5,14,15,5
5,14,54,8
5,2,56,2
5,3,21,1
5,3,51,2
5,3,55,2
5,3,67,7
5,4,10,2
5,4,52,2
5,5,11,2
5,5,42,7
5,7,32,6
5,7,44,4
5,7,45,4
5,8,46,4
5,9,17,6
5,9,42,8
6,10,27,6
6,10,30,7
6,10,31,7
6,10,54,4
6,11,21,6
6,11,25,6
6,11,26,6
6,11,29,7
6,11,45,8
6,11,46,8
6,11,47,8
6,11,55,4
6,11,60,1
6,11,65,1
6,12,51,8
6,12,56,4
6,13,52,8
6,13,57,4
6,13,58,4
6,13,59,4
6,13,60,4
6,13,65,11
6,14,14,5
6,14,25,5
6,14,26,5
6,14,27,5
6,14,28,5
6,14,53,8
6,15,29,5
6,2,57,2
6,2,58,2
6,2,59,2
6,2,60,2
6,2,65,10
6,3,42,13
6,3,54,2
6,3,68,7
6,4,43,13
6,4,53,2
6,5,36,7
6,5,37,7
6,5,38,7
6,5,39,7
6,5,44,13
6,5,45,13
6,5,46,13
6,5,47,13
6,6,35,7
6,7,31,6
6,7,34,7
6,8,30,6
6,8,33,7
6,8,47,4
6,8,51,4
6,8,52,4
6,8,65,6
6,8,67,6
6,9,19,6
6,9,28,6
6,9,29,6
6,9,32,7
6,9,53,4
7,15,30,5
7,15,51,3
7,15,67,8
7,3,67,10
7,8,68,6
8,11,67,1
8,12,68,1
8,13,67,11
8,15,65,8
8,3,65,2
8,3,68,10
8,5,65,13
8,5,67,13
8,6,68,13
