a 1 11 20 1
a 1 2 1 1
a 1 5 3 1
a 3 1 2 1
a 3 15 6 1
a 1 14 5 4
a 1 11 4 5
a 2 14 5 5
a 2 2 1 5
a 5 14 6 5
a 5 2 2 5
a 3 10 4 8
a 3 7 3 8
a 1 8 13 10
a 3 10 13 20
a 3 7 1 20
a 7 15 6 21
a 2 14 4 23
a 5 14 5 23
a 2 14 5 35
a 5 14 13 35
a 7 15 3 35
a 7 1 2 43
a 7 1 1 45
a 2 14 20 48
a 5 14 5 48
a 7 15 13 53
a 7 1 4 62
a 7 15 20 62
a 8 13 5 63
