a 5 1 1 1
a 5 8 2 1
a 5 3 1 4
a 5 6 2 4
a 5 1 3 6
a 5 8 4 6
a 5 3 1 12
a 5 6 2 12
a 8 3 3 12
a 8 6 4 12
a 5 1 5 13
a 5 8 6 13
a 8 3 3 22
a 8 6 4 22
a 2 3 5 23
a 2 6 6 23
a 5 3 1 23
a 5 6 2 23
a 9 6 4 30
a 1 3 5 32
a 1 6 6 32
a 1 3 1 38
a 1 6 2 38
a 9 6 3 38
