1,1,20,5
1,2,30,5
1,3,29,5
1,3,31,5
1,3,32,5
1,6,29,6
1,6,30,6
1,6,31,6
1,6,32,6
1,8,20,6
2,1,19,5
2,1,21,5
2,2,22,5
2,3,28,5
2,6,28,6
2,7,22,6
2,8,19,6
2,8,21,6
3,1,18,5
3,8,18,6
4,1,15,5
4,3,31,1
4,6,29,2
4,8,15,6
5,1,2,1
5,3,10,1
5,3,11,1
5,3,15,1
5,3,18,1
5,3,19,1
5,3,20,1
5,3,21,1
5,3,22,1
5,3,28,1
5,3,29,1
5,3,30,1
5,3,32,1
5,3,7,1
5,3,8,1
5,3,9,1
5,6,10,2
5,6,11,2
5,6,15,2
5,6,18,2
5,6,19,2
5,6,20,2
5,6,21,2
5,6,22,2
5,6,28,2
5,6,30,2
5,6,31,2
5,6,32,2
5,6,7,2
5,6,8,2
5,6,9,2
5,7,2,2
6,1,7,3
6,8,7,4
7,1,8,3
7,8,8,4
8,1,10,3
8,1,9,3
8,2,11,3
8,3,15,3
8,3,18,3
8,3,19,3
8,3,20,3
8,3,21,3
8,3,22,3
8,3,28,3
8,3,29,3
8,3,30,3
8,3,31,3
8,3,32,3
8,5,28,4
8,6,11,4
8,6,15,4
8,6,18,4
8,6,19,4
8,6,20,4
8,6,21,4
8,6,22,4
8,6,29,4
8,7,10,4
8,8,9,4
9,6,30,4
