5,7,2,2
5,1,2,1
6,8,7,4
5,3,7,1
6,1,7,3
5,6,7,2
8,1,10,3
8,7,10,4
5,6,10,2
5,3,10,1
6,8,7,4
5,3,7,1
6,1,7,3
5,6,7,2
8,6,15,4
4,1,15,5
4,8,15,6
8,3,15,3
5,6,15,2
5,3,15,1
5,6,18,2
3,8,18,6
3,1,18,5
5,3,18,1
8,3,18,3
8,6,18,4
5,6,20,2
8,3,20,3
5,3,20,1
1,8,20,6
1,1,20,5
8,6,20,4
8,2,11,3
8,6,11,4
5,3,11,1
5,6,11,2
8,2,11,3
8,6,11,4
5,3,11,1
5,6,11,2
8,6,19,4
5,3,19,1
8,3,19,3
2,8,19,6
5,6,19,2
2,1,19,5
8,6,19,4
5,3,19,1
8,3,19,3
2,8,19,6
5,6,19,2
2,1,19,5
5,3,21,1
8,6,21,4
2,8,21,6
5,6,21,2
2,1,21,5
8,3,21,3
5,3,21,1
8,6,21,4
2,8,21,6
5,6,21,2
2,1,21,5
8,3,21,3
1,3,29,5
1,6,29,6
5,3,29,1
8,3,29,3
8,6,29,4
4,6,29,2
5,6,30,2
1,2,30,5
5,3,30,1
8,3,30,3
1,6,30,6
9,6,30,4
2,7,22,6
2,2,22,5
5,6,22,2
8,6,22,4
5,3,22,1
8,3,22,3
7,8,8,4
7,1,8,3
5,6,8,2
5,3,8,1
8,3,31,3
1,6,31,6
5,6,31,2
4,3,31,1
1,3,31,5
5,6,9,2
8,8,9,4
8,1,9,3
5,3,9,1
1,6,32,6
1,3,32,5
5,3,32,1
8,3,32,3
5,6,32,2
1,6,32,6
1,3,32,5
5,3,32,1
8,3,32,3
5,6,32,2
